State,Year,Age,Total
Pahang,1986,35 to 39,38700
Pahang,1986,40 to 44,29700
Pahang,1986,45 to 49,28800
Pahang,1986,50 to 54,19000
Pahang,1986,55 to 59,10400
Pahang,1986,60 to 64,6200
Pahang,1987,15 to 19,42300
Pahang,1987,20 to 24,63200
Pahang,1987,25 to 29,58300
Pahang,1987,30 to 34,48800
Pahang,1987,35 to 39,43500
Pahang,1987,40 to 44,31900
Pahang,1987,45 to 49,28800
Pahang,1987,50 to 54,19400
Pahang,1987,55 to 59,10700
Pahang,1987,60 to 64,7200
Pahang,1988,15 to 19,44100
Pahang,1988,20 to 24,71800
Pahang,1988,25 to 29,64600
Pahang,1988,30 to 34,48300
Pahang,1988,35 to 39,42700
Pahang,1988,40 to 44,35500
Pahang,1988,45 to 49,30400
Pahang,1988,50 to 54,21800
Pahang,1988,55 to 59,10100
Pahang,1988,60 to 64,5600
Pahang,1989,15 to 19,42000
Pahang,1989,20 to 24,72600
Pahang,1989,25 to 29,62700
Pahang,1989,30 to 34,55100
Pahang,1989,35 to 39,47600
Pahang,1989,40 to 44,39300
Pahang,1989,45 to 49,30900
Pahang,1989,50 to 54,24900
Pahang,1989,55 to 59,12600
Pahang,1989,60 to 64,6200
Pahang,1990,15 to 19,42500
Pahang,1990,20 to 24,83300
Pahang,1990,25 to 29,74200
Pahang,1990,30 to 34,62400
Pahang,1990,35 to 39,55000
Pahang,1990,40 to 44,47400
Pahang,1990,45 to 49,32300
Pahang,1990,50 to 54,26100
Pahang,1990,55 to 59,12400
Pahang,1990,60 to 64,6800
Pahang,1992,15 to 19,39000
Pahang,1992,20 to 24,71500
Pahang,1992,25 to 29,69600
Pahang,1992,30 to 34,61300
Pahang,1992,35 to 39,51200
Pahang,1992,40 to 44,46300
Pahang,1992,45 to 49,35300
Pahang,1992,50 to 54,28300
Pahang,1992,55 to 59,17400
Pahang,1992,60 to 64,9000
Pahang,1993,15 to 19,37600
Pahang,1993,20 to 24,66000
Pahang,1993,25 to 29,59700
Pahang,1993,30 to 34,58800
Pahang,1993,35 to 39,43200
Pahang,1993,40 to 44,44400
Pahang,1993,45 to 49,37400
Pahang,1993,50 to 54,24900
Pahang,1993,55 to 59,12700
Pahang,1993,60 to 64,8600
Pahang,1995,15 to 19,30100
Pahang,1995,20 to 24,55800
Pahang,1995,25 to 29,54600
Pahang,1995,30 to 34,60100
Pahang,1995,35 to 39,56100
Pahang,1995,40 to 44,46200
Pahang,1995,45 to 49,36000
Pahang,1995,50 to 54,20700
Pahang,1995,55 to 59,18400
Pahang,1995,60 to 64,7000
Pahang,1996,15 to 19,35300
Pahang,1996,20 to 24,62800
Pahang,1996,25 to 29,60500
Pahang,1996,30 to 34,59600
Pahang,1996,35 to 39,59900
Pahang,1996,40 to 44,45400
Pahang,1996,45 to 49,40400
Pahang,1996,50 to 54,26700
Pahang,1996,55 to 59,16200
Pahang,1996,60 to 64,10200
Pahang,1997,15 to 19,31100
Pahang,1997,20 to 24,62400
Pahang,1997,25 to 29,60200
Pahang,1997,30 to 34,56800
Pahang,1997,35 to 39,53600
Pahang,1997,40 to 44,51300
Pahang,1997,45 to 49,39700
Pahang,1997,50 to 54,27000
Pahang,1997,55 to 59,16200
Pahang,1997,60 to 64,9400
Pahang,1998,15 to 19,22700
Pahang,1998,20 to 24,55400
Pahang,1998,25 to 29,56600
Pahang,1998,30 to 34,50200
Pahang,1998,35 to 39,47700
Pahang,1998,40 to 44,48300
Pahang,1998,45 to 49,43400
Pahang,1998,50 to 54,26300
Pahang,1998,55 to 59,14900
Pahang,1998,60 to 64,9500
Pahang,1999,15 to 19,24600
Pahang,1999,20 to 24,59400
Pahang,1999,25 to 29,61800
Pahang,1999,30 to 34,53600
Pahang,1999,35 to 39,53600
Pahang,1999,40 to 44,44700
Pahang,1999,45 to 49,43600
Pahang,1999,50 to 54,29600
Pahang,1999,55 to 59,17100
Pahang,1999,60 to 64,8200
Pahang,2000,15 to 19,27000
Pahang,2000,20 to 24,64400
Pahang,2000,25 to 29,63500
Pahang,2000,30 to 34,67000
Pahang,2000,35 to 39,58600
Pahang,2000,40 to 44,53000
Pahang,2000,45 to 49,55100
Pahang,2000,50 to 54,37000
Pahang,2000,55 to 59,23100
Pahang,2000,60 to 64,10400
Pahang,2001,15 to 19,24500
Pahang,2001,20 to 24,63100
Pahang,2001,25 to 29,64700
Pahang,2001,30 to 34,62100
Pahang,2001,35 to 39,59400
Pahang,2001,40 to 44,53800
Pahang,2001,45 to 49,54800
Pahang,2001,50 to 54,38000
Pahang,2001,55 to 59,20800
Pahang,2001,60 to 64,10400
Pahang,2002,15 to 19,21600
Pahang,2002,20 to 24,56900
Pahang,2002,25 to 29,62300
Pahang,2002,30 to 34,60800
Pahang,2002,35 to 39,54600
Pahang,2002,40 to 44,53700
Pahang,2002,45 to 49,42300
Pahang,2002,50 to 54,31000
Pahang,2002,55 to 59,23600
Pahang,2002,60 to 64,12300
Pahang,2003,15 to 19,29600
Pahang,2003,20 to 24,71800
Pahang,2003,25 to 29,68900
Pahang,2003,30 to 34,63500
Pahang,2003,35 to 39,59400
Pahang,2003,40 to 44,55900
Pahang,2003,45 to 49,51700
Pahang,2003,50 to 54,40300
Pahang,2003,55 to 59,22300
Pahang,2003,60 to 64,13700
Pahang,2004,15 to 19,36700
Pahang,2004,20 to 24,81700
Pahang,2004,25 to 29,75600
Pahang,2004,30 to 34,71500
Pahang,2004,35 to 39,71500
Pahang,2004,40 to 44,64100
Pahang,2004,45 to 49,57800
Pahang,2004,50 to 54,43400
Pahang,2004,55 to 59,25900
Pahang,2004,60 to 64,15700
Pahang,2005,15 to 19,28700
Pahang,2005,20 to 24,101900
Pahang,2005,25 to 29,81000
Pahang,2005,30 to 34,66500
Pahang,2005,35 to 39,67400
Pahang,2005,40 to 44,62400
Pahang,2005,45 to 49,55400
Pahang,2005,50 to 54,41800
Pahang,2005,55 to 59,23700
Pahang,2005,60 to 64,14000
Pahang,2006,15 to 19,27500
Pahang,2006,20 to 24,103100
Pahang,2006,25 to 29,87100
Pahang,2006,30 to 34,68600
Pahang,2006,35 to 39,70500
Pahang,2006,40 to 44,64200
Pahang,2006,45 to 49,57800
Pahang,2006,50 to 54,46300
Pahang,2006,55 to 59,28300
Pahang,2006,60 to 64,17800
Pahang,2007,15 to 19,24100
Pahang,2007,20 to 24,97700
Pahang,2007,25 to 29,96200
Pahang,2007,30 to 34,72400
Pahang,2007,35 to 39,69400
Pahang,2007,40 to 44,68000
Pahang,2007,45 to 49,59000
Pahang,2007,50 to 54,47600
Pahang,2007,55 to 59,29400
Pahang,2007,60 to 64,16400
Pahang,2008,15 to 19,26700
Pahang,2008,20 to 24,101000
Pahang,2008,25 to 29,103500
Pahang,2008,30 to 34,74100
Pahang,2008,35 to 39,69900
Pahang,2008,40 to 44,70900
Pahang,2008,45 to 49,61700
Pahang,2008,50 to 54,48500
Pahang,2008,55 to 59,31300
Pahang,2008,60 to 64,18100
Pahang,2009,15 to 19,24300
Pahang,2009,20 to 24,99300
Pahang,2009,25 to 29,111000
Pahang,2009,30 to 34,76900
Pahang,2009,35 to 39,70700
Pahang,2009,40 to 44,71500
Pahang,2009,45 to 49,63700
Pahang,2009,50 to 54,52200
Pahang,2009,55 to 59,32700
Pahang,2009,60 to 64,20100
Pahang,2010,15 to 19,26100
Pahang,2010,20 to 24,90700
Pahang,2010,25 to 29,117500
Pahang,2010,30 to 34,80800
Pahang,2010,35 to 39,69600
Pahang,2010,40 to 44,64300
Pahang,2010,45 to 49,59900
Pahang,2010,50 to 54,49200
Pahang,2010,55 to 59,30300
Pahang,2010,60 to 64,20200
Pahang,2011,15 to 19,30600
Pahang,2011,20 to 24,91100
Pahang,2011,25 to 29,118600
Pahang,2011,30 to 34,88000
Pahang,2011,35 to 39,70000
Pahang,2011,40 to 44,64600
Pahang,2011,45 to 49,61100
Pahang,2011,50 to 54,49600
Pahang,2011,55 to 59,30800
Pahang,2011,60 to 64,20200
Pahang,2012,15 to 19,29200
Pahang,2012,20 to 24,95100
Pahang,2012,25 to 29,117100
Pahang,2012,30 to 34,96100
Pahang,2012,35 to 39,72000
Pahang,2012,40 to 44,66000
Pahang,2012,45 to 49,62000
Pahang,2012,50 to 54,54500
Pahang,2012,55 to 59,36800
Pahang,2012,60 to 64,22000
Pahang,2013,15 to 19,27000
Pahang,2013,20 to 24,100000
Pahang,2013,25 to 29,118400
Pahang,2013,30 to 34,104100
Pahang,2013,35 to 39,76700
Pahang,2013,40 to 44,68700
Pahang,2013,45 to 49,62900
Pahang,2013,50 to 54,56500
Pahang,2013,55 to 59,39300
Pahang,2013,60 to 64,25300
Pahang,2014,15 to 19,25300
Pahang,2014,20 to 24,107100
Pahang,2014,25 to 29,120200
Pahang,2014,30 to 34,113000
Pahang,2014,35 to 39,78800
Pahang,2014,40 to 44,69900
Pahang,2014,45 to 49,63600
Pahang,2014,50 to 54,57700
Pahang,2014,55 to 59,41800
Pahang,2014,60 to 64,24600
Pahang,2015,15 to 19,28000
Pahang,2015,20 to 24,109200
Pahang,2015,25 to 29,123000
Pahang,2015,30 to 34,116000
Pahang,2015,35 to 39,83600
Pahang,2015,40 to 44,70200
Pahang,2015,45 to 49,63500
Pahang,2015,50 to 54,56700
Pahang,2015,55 to 59,43500
Pahang,2015,60 to 64,24500
Pahang,2016,15 to 19,25900
Pahang,2016,20 to 24,100400
Pahang,2016,25 to 29,122800
Pahang,2016,30 to 34,115800
Pahang,2016,35 to 39,84300
Pahang,2016,40 to 44,71900
Pahang,2016,45 to 49,64800
Pahang,2016,50 to 54,57400
Pahang,2016,55 to 59,42400
Pahang,2016,60 to 64,24900
Pahang,2017,15 to 19,22500
Pahang,2017,20 to 24,102000
Pahang,2017,25 to 29,122700
Pahang,2017,30 to 34,118300
Pahang,2017,35 to 39,86300
Pahang,2017,40 to 44,70900
Pahang,2017,45 to 49,63300
Pahang,2017,50 to 54,57400
Pahang,2017,55 to 59,42800
Pahang,2017,60 to 64,24600
Pahang,2018,15 to 19,25600
Pahang,2018,20 to 24,111100
Pahang,2018,25 to 29,127900
Pahang,2018,30 to 34,115700
Pahang,2018,35 to 39,94300
Pahang,2018,40 to 44,71100
Pahang,2018,45 to 49,62500
Pahang,2018,50 to 54,57300
Pahang,2018,55 to 59,44000
Pahang,2018,60 to 64,26000
Pahang,2019,15 to 19,29700
Pahang,2019,20 to 24,110900
Pahang,2019,25 to 29,132500
Pahang,2019,30 to 34,111900
Pahang,2019,35 to 39,99800
Pahang,2019,40 to 44,69900
Pahang,2019,45 to 49,64100
Pahang,2019,50 to 54,59100
Pahang,2019,55 to 59,41200
Pahang,2019,60 to 64,21900
Pahang,2020,15 to 19,20200
Pahang,2020,20 to 24,103100
Pahang,2020,25 to 29,135800
Pahang,2020,30 to 34,112000
Pahang,2020,35 to 39,105200
Pahang,2020,40 to 44,70900
Pahang,2020,45 to 49,64400
Pahang,2020,50 to 54,56800
Pahang,2020,55 to 59,44000
Pahang,2020,60 to 64,26800
Pahang,2021,15 to 19,15400
Pahang,2021,20 to 24,108300
Pahang,2021,25 to 29,146600
Pahang,2021,30 to 34,108400
Pahang,2021,35 to 39,108000
Pahang,2021,40 to 44,72300
Pahang,2021,45 to 49,58000
Pahang,2021,50 to 54,52100
Pahang,2021,55 to 59,38100
Pahang,2021,60 to 64,22000
Pulau Pinang,1982,15 to 19,52800
Pulau Pinang,1982,20 to 24,81100
Pulau Pinang,1982,25 to 29,64900
Pulau Pinang,1982,30 to 34,52200
Pulau Pinang,1982,35 to 39,38800
Pulau Pinang,1982,40 to 44,37200
Pulau Pinang,1982,45 to 49,25200
Pulau Pinang,1982,50 to 54,22800
Pulau Pinang,1982,55 to 59,13700
Pulau Pinang,1982,60 to 64,7300
Pulau Pinang,1983,15 to 19,56600
Pulau Pinang,1983,20 to 24,85700
Pulau Pinang,1983,25 to 29,64300
Pulau Pinang,1983,30 to 34,50900
Pulau Pinang,1983,35 to 39,44100
Pulau Pinang,1983,40 to 44,39400
Pulau Pinang,1983,45 to 49,34600
Pulau Pinang,1983,50 to 54,22400
Pulau Pinang,1983,55 to 59,13700
Pulau Pinang,1983,60 to 64,9300
Pulau Pinang,1984,15 to 19,38100
Pulau Pinang,1984,20 to 24,87800
Pulau Pinang,1984,25 to 29,64300
Pulau Pinang,1984,30 to 34,53200
Pulau Pinang,1984,35 to 39,49200
Pulau Pinang,1984,40 to 44,34000
Pulau Pinang,1984,45 to 49,29200
Pulau Pinang,1984,50 to 54,22400
Pulau Pinang,1984,55 to 59,12500
Pulau Pinang,1984,60 to 64,7200
Pulau Pinang,1985,15 to 19,35600
Pulau Pinang,1985,20 to 24,90200
Pulau Pinang,1985,25 to 29,71500
Pulau Pinang,1985,30 to 34,56100
Pulau Pinang,1985,35 to 39,50000
Pulau Pinang,1985,40 to 44,36100
Pulau Pinang,1985,45 to 49,29500
Pulau Pinang,1985,50 to 54,21400
Pulau Pinang,1985,55 to 59,11800
Pulau Pinang,1985,60 to 64,6300
Pulau Pinang,1986,15 to 19,38000
Pulau Pinang,1986,20 to 24,96500
Pulau Pinang,1986,25 to 29,72700
Pulau Pinang,1986,30 to 34,60700
Pulau Pinang,1986,35 to 39,50900
Pulau Pinang,1986,40 to 44,36200
Pulau Pinang,1986,45 to 49,31200
Pulau Pinang,1986,50 to 54,20400
Pulau Pinang,1986,55 to 59,13300
Pulau Pinang,1986,60 to 64,7400
Pulau Pinang,1987,15 to 19,40400
Pulau Pinang,1987,20 to 24,90800
Pulau Pinang,1987,25 to 29,77300
Pulau Pinang,1987,30 to 34,62200
Pulau Pinang,1987,35 to 39,51300
Pulau Pinang,1987,40 to 44,38700
Pulau Pinang,1987,45 to 49,27900
Pulau Pinang,1987,50 to 54,21700
Pulau Pinang,1987,55 to 59,13300
Pulau Pinang,1987,60 to 64,9300
Pulau Pinang,1988,15 to 19,39400
Pulau Pinang,1988,20 to 24,93200
Pulau Pinang,1988,25 to 29,79300
Pulau Pinang,1988,30 to 34,56300
Pulau Pinang,1988,35 to 39,47200
Pulau Pinang,1988,40 to 44,37700
Pulau Pinang,1988,45 to 49,32500
Pulau Pinang,1988,50 to 54,24100
Pulau Pinang,1988,55 to 59,10300
Pulau Pinang,1988,60 to 64,7700
Pulau Pinang,1989,15 to 19,39900
Pulau Pinang,1989,20 to 24,102100
Pulau Pinang,1989,25 to 29,77100
Pulau Pinang,1989,30 to 34,63600
Pulau Pinang,1989,35 to 39,55300
Pulau Pinang,1989,40 to 44,41100
Pulau Pinang,1989,45 to 49,31800
Pulau Pinang,1989,50 to 54,23300
Pulau Pinang,1989,55 to 59,12400
Pulau Pinang,1989,60 to 64,7300
Pulau Pinang,1990,15 to 19,47900
Pulau Pinang,1990,20 to 24,103700
Pulau Pinang,1990,25 to 29,89800
Pulau Pinang,1990,30 to 34,60700
Pulau Pinang,1990,35 to 39,55600
Pulau Pinang,1990,40 to 44,41500
Pulau Pinang,1990,45 to 49,26300
Pulau Pinang,1990,50 to 54,24400
Pulau Pinang,1990,55 to 59,11400
Pulau Pinang,1990,60 to 64,8800
Pulau Pinang,1992,15 to 19,44500
Pulau Pinang,1992,20 to 24,114400
Pulau Pinang,1992,25 to 29,96300
Pulau Pinang,1992,30 to 34,76400
Pulau Pinang,1992,35 to 39,55700
Pulau Pinang,1992,40 to 44,49000
Pulau Pinang,1992,45 to 49,38700
Pulau Pinang,1992,50 to 54,27000
Pulau Pinang,1992,55 to 59,12500
Pulau Pinang,1992,60 to 64,6800
Pulau Pinang,1993,15 to 19,43200
Pulau Pinang,1993,20 to 24,108500
Pulau Pinang,1993,25 to 29,93200
Pulau Pinang,1993,30 to 34,96700
Pulau Pinang,1993,35 to 39,65800
Pulau Pinang,1993,40 to 44,54300
Pulau Pinang,1993,45 to 49,39600
Pulau Pinang,1993,50 to 54,22200
Pulau Pinang,1993,55 to 59,13100
Pulau Pinang,1993,60 to 64,6500
Pulau Pinang,1995,15 to 19,37600
Pulau Pinang,1995,20 to 24,105400
Pulau Pinang,1995,25 to 29,82600
Pulau Pinang,1995,30 to 34,71700
Pulau Pinang,1995,35 to 39,58200
Pulau Pinang,1995,40 to 44,53000
Pulau Pinang,1995,45 to 49,39100
Pulau Pinang,1995,50 to 54,24600
Pulau Pinang,1995,55 to 59,13300
Pulau Pinang,1995,60 to 64,7400
Pulau Pinang,1996,15 to 19,25400
Pulau Pinang,1996,20 to 24,93400
Pulau Pinang,1996,25 to 29,84200
Pulau Pinang,1996,30 to 34,69600
Pulau Pinang,1996,35 to 39,58500
Pulau Pinang,1996,40 to 44,44900
Pulau Pinang,1996,45 to 49,34400
Pulau Pinang,1996,50 to 54,23100
Pulau Pinang,1996,55 to 59,12100
Pulau Pinang,1996,60 to 64,6800
Pulau Pinang,1997,15 to 19,31100
Pulau Pinang,1997,20 to 24,110800
Pulau Pinang,1997,25 to 29,102500
Pulau Pinang,1997,30 to 34,80700
Pulau Pinang,1997,35 to 39,69000
Pulau Pinang,1997,40 to 44,58700
Pulau Pinang,1997,45 to 49,44800
Pulau Pinang,1997,50 to 54,32700
Pulau Pinang,1997,55 to 59,17500
Pulau Pinang,1997,60 to 64,10200
Pulau Pinang,1998,15 to 19,35000
Pulau Pinang,1998,20 to 24,103700
Pulau Pinang,1998,25 to 29,106600
Pulau Pinang,1998,30 to 34,91200
Pulau Pinang,1998,35 to 39,77500
Pulau Pinang,1998,40 to 44,65500
Pulau Pinang,1998,45 to 49,51700
Pulau Pinang,1998,50 to 54,38600
Pulau Pinang,1998,55 to 59,17700
Pulau Pinang,1998,60 to 64,11800
Pulau Pinang,1999,15 to 19,35400
Pulau Pinang,1999,20 to 24,110400
Pulau Pinang,1999,25 to 29,112100
Pulau Pinang,1999,30 to 34,95500
Pulau Pinang,1999,35 to 39,80100
Pulau Pinang,1999,40 to 44,61700
Pulau Pinang,1999,45 to 49,52200
Pulau Pinang,1999,50 to 54,36600
Pulau Pinang,1999,55 to 59,21500
Pulau Pinang,1999,60 to 64,11800
Pulau Pinang,2000,15 to 19,39700
Pulau Pinang,2000,20 to 24,131000
Pulau Pinang,2000,25 to 29,125300
Pulau Pinang,2000,30 to 34,99100
Pulau Pinang,2000,35 to 39,81200
Pulau Pinang,2000,40 to 44,69600
Pulau Pinang,2000,45 to 49,59100
Pulau Pinang,2000,50 to 54,40200
Pulau Pinang,2000,55 to 59,22000
Pulau Pinang,2000,60 to 64,15300
Pulau Pinang,2001,15 to 19,39100
Pulau Pinang,2001,20 to 24,117000
Pulau Pinang,2001,25 to 29,132100
Pulau Pinang,2001,30 to 34,117500
Pulau Pinang,2001,35 to 39,98800
Pulau Pinang,2001,40 to 44,85600
Pulau Pinang,2001,45 to 49,62800
Pulau Pinang,2001,50 to 54,43100
Pulau Pinang,2001,55 to 59,23700
Pulau Pinang,2001,60 to 64,13700
Pulau Pinang,2002,15 to 19,26500
Pulau Pinang,2002,20 to 24,110400
Pulau Pinang,2002,25 to 29,126000
Pulau Pinang,2002,30 to 34,104200
Pulau Pinang,2002,35 to 39,86300
Pulau Pinang,2002,40 to 44,67700
Pulau Pinang,2002,45 to 49,59600
Pulau Pinang,2002,50 to 54,43200
Pulau Pinang,2002,55 to 59,21800
Pulau Pinang,2002,60 to 64,11400
Pulau Pinang,2003,15 to 19,25500
Pulau Pinang,2003,20 to 24,107800
Pulau Pinang,2003,25 to 29,128800
Pulau Pinang,2003,30 to 34,100700
Pulau Pinang,2003,35 to 39,93600
Pulau Pinang,2003,40 to 44,75100
Pulau Pinang,2003,45 to 49,70000
Pulau Pinang,2003,50 to 54,48800
Pulau Pinang,2003,55 to 59,24700
Pulau Pinang,2003,60 to 64,11400
Pulau Pinang,2004,15 to 19,25500
Pulau Pinang,2004,20 to 24,89300
Pulau Pinang,2004,25 to 29,114400
Pulau Pinang,2004,30 to 34,102300
Pulau Pinang,2004,35 to 39,82700
Pulau Pinang,2004,40 to 44,73400
Pulau Pinang,2004,45 to 49,64000
Pulau Pinang,2004,50 to 54,45100
Pulau Pinang,2004,55 to 59,27100
Pulau Pinang,2004,60 to 64,12900
Pulau Pinang,2005,15 to 19,23700
Pulau Pinang,2005,20 to 24,92900
Pulau Pinang,2005,25 to 29,113600
Pulau Pinang,2005,30 to 34,101600
Pulau Pinang,2005,35 to 39,84800
Pulau Pinang,2005,40 to 44,73700
Pulau Pinang,2005,45 to 49,61600
Pulau Pinang,2005,50 to 54,46400
Pulau Pinang,2005,55 to 59,23900
Pulau Pinang,2005,60 to 64,12700
Pulau Pinang,2006,15 to 19,24500
Pulau Pinang,2006,20 to 24,89600
Pulau Pinang,2006,25 to 29,114400
Pulau Pinang,2006,30 to 34,105600
Pulau Pinang,2006,35 to 39,92000
Pulau Pinang,2006,40 to 44,77900
Pulau Pinang,2006,45 to 49,67400
Pulau Pinang,2006,50 to 54,49700
Pulau Pinang,2006,55 to 59,25000
Pulau Pinang,2006,60 to 64,12900
Pulau Pinang,2007,15 to 19,23500
Pulau Pinang,2007,20 to 24,89700
Pulau Pinang,2007,25 to 29,112000
Pulau Pinang,2007,30 to 34,109200
Pulau Pinang,2007,35 to 39,94000
Pulau Pinang,2007,40 to 44,79200
Pulau Pinang,2007,45 to 49,67300
Pulau Pinang,2007,50 to 54,51000
Pulau Pinang,2007,55 to 59,27900
Pulau Pinang,2007,60 to 64,13700
Pulau Pinang,2008,15 to 19,22500
Pulau Pinang,2008,20 to 24,90300
Pulau Pinang,2008,25 to 29,114300
Pulau Pinang,2008,30 to 34,111100
Pulau Pinang,2008,35 to 39,95900
Pulau Pinang,2008,40 to 44,82900
Pulau Pinang,2008,45 to 49,72500
Pulau Pinang,2008,50 to 54,54100
Pulau Pinang,2008,55 to 59,28900
Pulau Pinang,2008,60 to 64,15900
Pulau Pinang,2009,15 to 19,18600
Pulau Pinang,2009,20 to 24,89900
Pulau Pinang,2009,25 to 29,115900
Pulau Pinang,2009,30 to 34,112800
Pulau Pinang,2009,35 to 39,104500
Pulau Pinang,2009,40 to 44,87800
Pulau Pinang,2009,45 to 49,72100
Pulau Pinang,2009,50 to 54,58300
Pulau Pinang,2009,55 to 59,31200
Pulau Pinang,2009,60 to 64,16000
Pulau Pinang,2010,15 to 19,26200
Pulau Pinang,2010,20 to 24,103900
Pulau Pinang,2010,25 to 29,139000
Pulau Pinang,2010,30 to 34,113900
Pulau Pinang,2010,35 to 39,97300
Pulau Pinang,2010,40 to 44,89700
Pulau Pinang,2010,45 to 49,76100
Pulau Pinang,2010,50 to 54,59400
Pulau Pinang,2010,55 to 59,35000
Pulau Pinang,2010,60 to 64,18500
Pulau Pinang,2011,15 to 19,24600
Pulau Pinang,2011,20 to 24,109300
Pulau Pinang,2011,25 to 29,140600
Pulau Pinang,2011,30 to 34,118400
Pulau Pinang,2011,35 to 39,101100
Pulau Pinang,2011,40 to 44,89200
Pulau Pinang,2011,45 to 49,78500
Pulau Pinang,2011,50 to 54,63100
Pulau Pinang,2011,55 to 59,39500
Pulau Pinang,2011,60 to 64,23100
Pulau Pinang,2012,15 to 19,22500
Pulau Pinang,2012,20 to 24,108300
Pulau Pinang,2012,25 to 29,143000
Pulau Pinang,2012,30 to 34,116600
Pulau Pinang,2012,35 to 39,101800
Pulau Pinang,2012,40 to 44,89500
Pulau Pinang,2012,45 to 49,80000
Pulau Pinang,2012,50 to 54,64400
Pulau Pinang,2012,55 to 59,44000
Pulau Pinang,2012,60 to 64,25900
Pulau Pinang,2013,15 to 19,22600
Pulau Pinang,2013,20 to 24,110400
Pulau Pinang,2013,25 to 29,148800
Pulau Pinang,2013,30 to 34,125500
Pulau Pinang,2013,35 to 39,106700
Pulau Pinang,2013,40 to 44,93200
Pulau Pinang,2013,45 to 49,82600
Pulau Pinang,2013,50 to 54,67700
Pulau Pinang,2013,55 to 59,43000
Pulau Pinang,2013,60 to 64,25600
Pulau Pinang,2014,15 to 19,21700
Pulau Pinang,2014,20 to 24,113100
Pulau Pinang,2014,25 to 29,150200
Pulau Pinang,2014,30 to 34,134400
Pulau Pinang,2014,35 to 39,108800
Pulau Pinang,2014,40 to 44,97900
Pulau Pinang,2014,45 to 49,85500
Pulau Pinang,2014,50 to 54,68300
Pulau Pinang,2014,55 to 59,48200
Pulau Pinang,2014,60 to 64,24300
Pulau Pinang,2015,15 to 19,19400
Pulau Pinang,2015,20 to 24,109600
Pulau Pinang,2015,25 to 29,151000
Pulau Pinang,2015,30 to 34,136400
Pulau Pinang,2015,35 to 39,106400
Pulau Pinang,2015,40 to 44,97000
Pulau Pinang,2015,45 to 49,84000
Pulau Pinang,2015,50 to 54,68100
Pulau Pinang,2015,55 to 59,50200
Pulau Pinang,2015,60 to 64,26100
Pulau Pinang,2016,15 to 19,18500
Pulau Pinang,2016,20 to 24,117500
Pulau Pinang,2016,25 to 29,148400
Pulau Pinang,2016,30 to 34,135600
Pulau Pinang,2016,35 to 39,105000
Pulau Pinang,2016,40 to 44,97500
Pulau Pinang,2016,45 to 49,84800
Pulau Pinang,2016,50 to 54,68800
Pulau Pinang,2016,55 to 59,47200
Pulau Pinang,2016,60 to 64,22200
Pulau Pinang,2017,15 to 19,17700
Pulau Pinang,2017,20 to 24,114000
Pulau Pinang,2017,25 to 29,150200
Pulau Pinang,2017,30 to 34,137500
Pulau Pinang,2017,35 to 39,111800
Pulau Pinang,2017,40 to 44,93800
Pulau Pinang,2017,45 to 49,80300
Pulau Pinang,2017,50 to 54,65500
Pulau Pinang,2017,55 to 59,47600
Pulau Pinang,2017,60 to 64,22700
Pulau Pinang,2018,15 to 19,20300
Pulau Pinang,2018,20 to 24,113500
Pulau Pinang,2018,25 to 29,150500
Pulau Pinang,2018,30 to 34,138400
Pulau Pinang,2018,35 to 39,112900
Pulau Pinang,2018,40 to 44,92800
Pulau Pinang,2018,45 to 49,84600
Pulau Pinang,2018,50 to 54,69800
Pulau Pinang,2018,55 to 59,46500
Pulau Pinang,2018,60 to 64,20100
Pulau Pinang,2019,15 to 19,23600
Pulau Pinang,2019,20 to 24,108400
Pulau Pinang,2019,25 to 29,151300
Pulau Pinang,2019,30 to 34,135600
Pulau Pinang,2019,35 to 39,116400
Pulau Pinang,2019,40 to 44,93500
Pulau Pinang,2019,45 to 49,87200
Pulau Pinang,2019,50 to 54,70300
Pulau Pinang,2019,55 to 59,45900
Pulau Pinang,2019,60 to 64,20100
Pulau Pinang,2020,15 to 19,16800
Pulau Pinang,2020,20 to 24,104400
Pulau Pinang,2020,25 to 29,152900
Pulau Pinang,2020,30 to 34,133200
Pulau Pinang,2020,35 to 39,123100
Pulau Pinang,2020,40 to 44,100000
Pulau Pinang,2020,45 to 49,87600
Pulau Pinang,2020,50 to 54,75200
Pulau Pinang,2020,55 to 59,48900
Pulau Pinang,2020,60 to 64,21400
Pulau Pinang,2021,15 to 19,20200
Pulau Pinang,2021,20 to 24,101600
Pulau Pinang,2021,25 to 29,163600
Pulau Pinang,2021,30 to 34,128100
Pulau Pinang,2021,35 to 39,135400
Pulau Pinang,2021,40 to 44,103300
Pulau Pinang,2021,45 to 49,91500
Pulau Pinang,2021,50 to 54,73800
Pulau Pinang,2021,55 to 59,44300
Pulau Pinang,2021,60 to 64,27700
Perak,1982,15 to 19,79800
Perak,1982,20 to 24,109900
Perak,1982,25 to 29,86500
Perak,1982,30 to 34,77800
Perak,1982,35 to 39,66900
Perak,1982,40 to 44,65500
Perak,1982,45 to 49,56400
Perak,1982,50 to 54,47100
Perak,1982,55 to 59,28600
Perak,1982,60 to 64,20100
Perak,1983,15 to 19,95500
Perak,1983,20 to 24,118400
Perak,1983,25 to 29,98400
Perak,1983,30 to 34,89300
Perak,1983,35 to 39,70600
Perak,1983,40 to 44,65100
Perak,1983,45 to 49,63400
Perak,1983,50 to 54,47900
